"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Functional E2E","0","Products Page","2","0","TC-13: The products page renders its catalog and special offer banner","0"
"0","Functional E2E","0","Login Page","2","0","TC-09: Logging out returns the visitor to the guest state","0"
"0","Functional E2E","0","Login Page","2","0","TC-08: A registered user can sign in with valid credentials","0"
"0","Functional E2E","0","Login Page","2","0","TC-10: A signed-in user can delete their account, with the deletion confirmed","0"
"0","Functional E2E","0","Checkout Page","2","0","TC-20: The checkout page shows the order it will place, ready to proceed","0"
"0","Functional E2E","0","Cart Page","2","0","TC-18: The cart starts empty, and adding products from the home page notifies for each until one is removed","0"
"0","Functional E2E","0","Home Page","2","0","TC-05: The main navigation reaches every page it links to","0"
"0","Functional E2E","0","Login Page","2","0","TC-07: Signing in with wrong credentials is rejected","0"
"0","Functional E2E","0","Home Page","2","0","TC-03: The hero's Test Cases and API Testing buttons open their own pages","0"
"0","Functional E2E","0","Home Page","2","0","TC-01: Every section of the home page renders, and the newsletter subscription works","0"
"0","Functional E2E","0","Home Page","2","0","TC-06: Adding a product to the cart from the home page shows a confirmation notification","0"
"0","Functional E2E","0","Home Page","2","0","TC-04: Selecting a category or a brand filters the catalog accordingly","0"
"0","Functional E2E","0","Product Detail Page","2","0","TC-17: A product review can be submitted from the detail page","0"
"0","Functional E2E","0","Products Page","2","0","TC-15: A search with no matches returns an empty result set","0"
"0","Functional E2E","0","Products Page","2","0","TC-14: Searching for a product shows only matching results, and opening one reaches its detail page","0"
"0","Functional E2E","0","Signup Page","2","0","TC-11: A new visitor completes signup end to end and lands signed in","0"
"0","Functional E2E","0","Cart Page","2","0","TC-19: Proceeding to checkout differs for a guest and a signed-in visitor","0"
"0","Functional E2E","0","Confirmation Page","2","0","TC-22: The confirmation page confirms the order, downloads its invoice, and Continue returns home","0"
"0","Functional E2E","0","Product Detail Page","2","0","TC-16: The product detail page shows the product's full information","0"
"0","Functional E2E","0","Home Page","2","0","TC-02: The header shows a different menu and account state for a guest and a signed-in visitor","0"
"0","Functional E2E","0","Payment Page","2","0","TC-21: The payment form collects card details and completes the order","0"
"0","Functional E2E","0","Signup Page","2","0","TC-12: Signing up with an already registered email is rejected","0"
