"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7609","TC-03: The hero's Test Cases and API Testing buttons open their own pages","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","5802","TC-19: Proceeding to checkout differs for a guest and a signed-in visitor","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","cart.spec.ts","Cart Page","",""
"","7490","TC-14: Searching for a product shows only matching results, and opening one reaches its detail page","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","products.spec.ts","Products Page","",""
"","2230","TC-15: A search with no matches returns an empty result set","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","products.spec.ts","Products Page","",""
"","1438","TC-17: A product review can be submitted from the detail page","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","product-detail.spec.ts","Product Detail Page","",""
"","1440","TC-15: A search with no matches returns an empty result set","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","products.spec.ts","Products Page","",""
"","761","TC-17: A product review can be submitted from the detail page","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","product-detail.spec.ts","Product Detail Page","",""
"","6355","TC-07: Signing in with wrong credentials is rejected","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
"","6066","TC-05: The main navigation reaches every page it links to","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","5442","TC-10: A signed-in user can delete their account, with the deletion confirmed","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
"","1000","TC-16: The product detail page shows the product's full information","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","product-detail.spec.ts","Product Detail Page","",""
"","1933","TC-06: Adding a product to the cart from the home page shows a confirmation notification","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","2737","TC-01: Every section of the home page renders, and the newsletter subscription works","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","9051","TC-11: A new visitor completes signup end to end and lands signed in","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","signup.spec.ts","Signup Page","",""
"","4038","TC-20: The checkout page shows the order it will place, ready to proceed","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","checkout.spec.ts","Checkout Page","",""
"","6408","TC-10: A signed-in user can delete their account, with the deletion confirmed","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
"","1537","authenticate","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","login.setup.ts","Authenticate","",""
"","1328","TC-16: The product detail page shows the product's full information","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","product-detail.spec.ts","Product Detail Page","",""
"","5283","TC-18: The cart starts empty, and adding products from the home page notifies for each until one is removed","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","cart.spec.ts","Cart Page","",""
"","2862","TC-06: Adding a product to the cart from the home page shows a confirmation notification","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","1579","TC-13: The products page renders its catalog and special offer banner","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","products.spec.ts","Products Page","",""
"","3756","TC-04: Selecting a category or a brand filters the catalog accordingly","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","3268","TC-04: Selecting a category or a brand filters the catalog accordingly","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","2798","TC-18: The cart starts empty, and adding products from the home page notifies for each until one is removed","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","cart.spec.ts","Cart Page","",""
"","1111","TC-07: Signing in with wrong credentials is rejected","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
"","8579","TC-12: Signing up with an already registered email is rejected","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","signup.spec.ts","Signup Page","",""
"","1996","TC-14: Searching for a product shows only matching results, and opening one reaches its detail page","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","products.spec.ts","Products Page","",""
"","5846","TC-09: Logging out returns the visitor to the guest state","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
"","3148","TC-02: The header shows a different menu and account state for a guest and a signed-in visitor","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","11366","TC-22: The confirmation page confirms the order, downloads its invoice, and Continue returns home","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","confirmation.spec.ts","Confirmation Page","",""
"","11038","TC-05: The main navigation reaches every page it links to","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","2154","TC-03: The hero's Test Cases and API Testing buttons open their own pages","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","10579","TC-21: The payment form collects card details and completes the order","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","payment.spec.ts","Payment Page","",""
"","7640","TC-09: Logging out returns the visitor to the guest state","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
"","2159","TC-01: Every section of the home page renders, and the newsletter subscription works","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","8749","TC-08: A registered user can sign in with valid credentials","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
"","13310","TC-19: Proceeding to checkout differs for a guest and a signed-in visitor","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","cart.spec.ts","Cart Page","",""
"","5998","TC-12: Signing up with an already registered email is rejected","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","signup.spec.ts","Signup Page","",""
"","8456","TC-20: The checkout page shows the order it will place, ready to proceed","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","checkout.spec.ts","Checkout Page","",""
"","1855","TC-13: The products page renders its catalog and special offer banner","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","products.spec.ts","Products Page","",""
"","6728","TC-02: The header shows a different menu and account state for a guest and a signed-in visitor","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","home.spec.ts","Home Page","",""
"","9498","TC-21: The payment form collects card details and completes the order","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","payment.spec.ts","Payment Page","",""
"","5411","TC-22: The confirmation page confirms the order, downloads its invoice, and Continue returns home","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","confirmation.spec.ts","Confirmation Page","",""
"","9672","TC-11: A new visitor completes signup end to end and lands signed in","Functional E2E · WebKit","2026-09-21","passed","2026-09-21","signup.spec.ts","Signup Page","",""
"","6645","TC-08: A registered user can sign in with valid credentials","Functional E2E · Chromium","2026-09-21","passed","2026-09-21","login.spec.ts","Login Page","",""
