"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3939","TC-03: signing in with wrong credentials is rejected","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","5240","VR-11: cart table holding one product","Visual regression · Chromium","2026-09-18","passed","2026-09-18","cart.vr.spec.ts","Cart","",""
"","7330","TC-02: a registered user can sign in with valid credentials","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","5824","TC-01: a new visitor can register and lands in the signed-in state","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","11214","TC-01: a new visitor can register and lands in the signed-in state","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","8614","VR-19: delivery address block","Visual regression · Chromium","2026-09-18","passed","2026-09-18","checkout.vr.spec.ts","Checkout","",""
"","5666","TC-12: a product added from its detail page appears in the cart","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","4870","VR-02: featured products grid","Visual regression · Chromium","2026-09-18","passed","2026-09-18","home.vr.spec.ts","Home","",""
"","4627","TC-19: a product review can be submitted from the detail page","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","product-detail.spec.ts","Product detail","",""
"","5589","TC-07: the catalog lists products and one opens its detail page","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","14073","TC-04: signing up with an already registered email is rejected","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","4171","TC-11: the scroll-up control returns the visitor to the top","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","3959","VR-08: product information panel","Visual regression · Chromium","2026-09-18","passed","2026-09-18","product-detail.vr.spec.ts","Product detail","",""
"","3899","VR-21: contact success state","Visual regression · Chromium","2026-09-18","passed","2026-09-18","contact.vr.spec.ts","Contact","",""
"","3983","VR-14: login form","Visual regression · Chromium","2026-09-18","passed","2026-09-18","authentication.vr.spec.ts","Authentication","",""
"","6152","TC-10: filtering by category lists that category's products","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","3797","TC-18: the contact form accepts a message with an attachment","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","contact.spec.ts","Contact","",""
"","11077","TC-05: a signed-in user can delete their account","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","4112","TC-20: a visitor can subscribe to the newsletter from the footer","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","home.spec.ts","Home","",""
"","4248","TC-09: a search with no matches returns an empty result set","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","17379","TC-17: a signed-in user can complete an order end to end","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","checkout.spec.ts","Checkout","",""
"","4243","TC-10: filtering by category lists that category's products","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","4751","VR-13: account guard shown to anonymous visitors","Visual regression · Chromium","2026-09-18","passed","2026-09-18","cart.vr.spec.ts","Cart","",""
"","8076","TC-04: signing up with an already registered email is rejected","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","4055","TC-15: removing the only product empties the cart","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","4846","VR-07: catalog area after a search with no matches","Visual regression · Chromium","2026-09-18","passed","2026-09-18","products.vr.spec.ts","Products","",""
"","6452","TC-05: a signed-in user can delete their account","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","4542","VR-05: single product card at rest","Visual regression · Chromium","2026-09-18","passed","2026-09-18","products.vr.spec.ts","Products","",""
"","5793","TC-11: the scroll-up control returns the visitor to the top","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","8461","TC-17: a signed-in user can complete an order end to end","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","checkout.spec.ts","Checkout","",""
"","4527","TC-18: the contact form accepts a message with an attachment","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","contact.spec.ts","Contact","",""
"","3647","TC-19: a product review can be submitted from the detail page","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","product-detail.spec.ts","Product detail","",""
"","4571","VR-01: site header for an anonymous visitor","Visual regression · Chromium","2026-09-18","passed","2026-09-18","home.vr.spec.ts","Home","",""
"","5720","TC-14: the quantity set before adding is the quantity in the cart","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","4606","VR-03: footer newsletter block","Visual regression · Chromium","2026-09-18","passed","2026-09-18","home.vr.spec.ts","Home","",""
"","4343","TC-08: search returns only products matching the term","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","14145","TC-02: a registered user can sign in with valid credentials","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","7720","VR-17: site header for a signed-in user","Visual regression · Chromium","2026-09-18","passed","2026-09-18","home.vr.spec.ts","Home","",""
"","4183","VR-12: add-to-cart confirmation modal","Visual regression · Chromium","2026-09-18","passed","2026-09-18","cart.vr.spec.ts","Cart","",""
"","7550","TC-06: logging out returns the visitor to the anonymous state","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","4270","TC-16: an anonymous visitor cannot reach checkout","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","4525","VR-16: full registration form","Visual regression · Chromium","2026-09-18","passed","2026-09-18","authentication.vr.spec.ts","Authentication","",""
"","4337","TC-13: a product added from the catalog listing appears in the cart","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","4515","VR-06: category accordion","Visual regression · Chromium","2026-09-18","passed","2026-09-18","products.vr.spec.ts","Products","",""
"","3808","VR-10: empty cart state","Visual regression · Chromium","2026-09-18","passed","2026-09-18","cart.vr.spec.ts","Cart","",""
"","12792","TC-06: logging out returns the visitor to the anonymous state","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","4384","TC-12: a product added from its detail page appears in the cart","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","3671","VR-09: write-a-review form","Visual regression · Chromium","2026-09-18","passed","2026-09-18","product-detail.vr.spec.ts","Product detail","",""
"","4266","TC-07: the catalog lists products and one opens its detail page","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","6072","TC-08: search returns only products matching the term","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","5423","TC-09: a search with no matches returns an empty result set","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","products.spec.ts","Products","",""
"","4756","TC-03: signing in with wrong credentials is rejected","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","authentication.spec.ts","Authentication","",""
"","8825","VR-20: card entry form","Visual regression · Chromium","2026-09-18","passed","2026-09-18","checkout.vr.spec.ts","Checkout","",""
"","4012","TC-14: the quantity set before adding is the quantity in the cart","Functional E2E · Chromium","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","3896","VR-18: contact form","Visual regression · Chromium","2026-09-18","passed","2026-09-18","contact.vr.spec.ts","Contact","",""
"","6287","TC-15: removing the only product empties the cart","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","4904","VR-04: catalog grid","Visual regression · Chromium","2026-09-18","passed","2026-09-18","products.vr.spec.ts","Products","",""
"","5552","TC-16: an anonymous visitor cannot reach checkout","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
"","5582","TC-20: a visitor can subscribe to the newsletter from the footer","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","home.spec.ts","Home","",""
"","6626","TC-13: a product added from the catalog listing appears in the cart","Functional E2E · WebKit","2026-09-18","passed","2026-09-18","cart.spec.ts","Cart","",""
